code,description,last_updated
"Q4040001003CAST SUPPLIES, SHORT LEG CAST, PEDIATRIC (0-10 YEARS), FIBERGLASS               CAST SUP SHRT LEG PED FBRGLS55      A                                                                                                     C                          D1A S      02001070120141001        N",,2025-11-19 23:10:51
"Q4041001003CAST SUPPLIES, LONG LEG SPLINT, ADULT (11 YEARS +), PLASTER                     CAST SUP LNG LEG SPLNT PLSTR55      A                                                                                                     C                          D1A S      02001070120141001        N",,2025-11-19 23:10:51
"Q4042001003CAST SUPPLIES, LONG LEG SPLINT, ADULT (11 YEARS +), FIBERGLASS                  CAST SUP LNG LEG SPLNT FBRGL55      A                                                                                                     C                          D1A S      02001070120141001        N",,2025-11-19 23:10:51
"Q4043001003CAST SUPPLIES, LONG LEG SPLINT, PEDIATRIC (0-10 YEARS), PLASTER                 CAST SUP LNG LEG SPLNT PED P55      A                                                                                                     C                          D1A S      02001070120141001        N",,2025-11-19 23:10:51
"Q4044001003CAST SUPPLIES, LONG LEG SPLINT, PEDIATRIC (0-10 YEARS), FIBERGLASS              CAST SUP LNG LEG SPLNT PED F55      A                                                                                                     C                          D1A S      02001070120141001        N",,2025-11-19 23:10:51
"Q4045001003CAST SUPPLIES, SHORT LEG SPLINT, ADULT (11 YEARS +), PLASTER                    CAST SUP SHT LEG SPLNT PLSTR55      A                                                                                                     C                          D1A S      02001070120141001        N",,2025-11-19 23:10:51
"Q4046001003CAST SUPPLIES, SHORT LEG SPLINT, ADULT (11 YEARS +), FIBERGLASS                 CAST SUP SHT LEG SPLNT FBRGL55      A                                                                                                     C                          D1A S      02001070120141001        N",,2025-11-19 23:10:51
"Q4047001003CAST SUPPLIES, SHORT LEG SPLINT, PEDIATRIC (0-10 YEARS), PLASTER                CAST SUP SHT LEG SPLNT PED P55      A                                                                                                     C                          D1A S      02001070120141001        N",,2025-11-19 23:10:51
"Q4048001003CAST SUPPLIES, SHORT LEG SPLINT, PEDIATRIC (0-10 YEARS), FIBERGLASS             CAST SUP SHT LEG SPLNT PED F55      A                                                                                                     C                          D1A S      02001070120141001        N",,2025-11-19 23:10:51
"Q4049001003FINGER SPLINT, STATIC                                                           FINGER SPLINT, STATIC       55      A                                                                                                     C                          D1A S      02001070120141001        N",,2025-11-19 23:10:51
"Q4050001003CAST SUPPLIES, FOR UNLISTED TYPES AND MATERIALS OF CASTS                        CAST SUPPLIES UNLISTED      57      A                                                                                                     C                          D1A S      02001070120010701        N",,2025-11-19 23:10:51
"Q4051001003SPLINT SUPPLIES, MISCELLANEOUS (INCLUDES THERMOPLASTICS, STRAPPING, FASTENERS,  SPLINT SUPPLIES MISC        57      A                                                                                                     C                          D1A S      02001070120010701        N",,2025-11-19 23:10:51
Q4051002004PADDING AND OTHER SUPPLIES),,2025-11-19 23:10:51
"Q4074001003ILOPROST, INHALATION SOLUTION, FDA-APPROVED FINAL PRODUCT, NON-COMPOUNDED,      ILOPROST NON-COMP UNIT DOSE 51      A                                                                                                     C                          D1G 1P     02010010120100101        N",,2025-11-19 23:10:51
"Q4074002004ADMINISTERED THROUGH DME, UNIT DOSE FORM, UP TO 20 MICROGRAMS",,2025-11-19 23:10:51
"Q4081001003INJECTION, EPOETIN ALFA, 100 UNITS (FOR ESRD ON DIALYSIS)                       EPOETIN ALFA, 100 UNITS ESRD57      A                  4273.1                                                                             D                          O1E 1L     02007010120070101        N",,2025-11-19 23:10:51
"Q4082001003DRUG OR BIOLOGICAL, NOT OTHERWISE CLASSIFIED, PART B DRUG COMPETITIVE           DRUG/BIO NOC PART B DRUG CAP51      A                                                                                                     C                          D1E 1L     02007010120070101        N",,2025-11-19 23:10:51
Q4082002004ACQUISITION PROGRAM (CAP),,2025-11-19 23:10:51
"Q4100001003SKIN SUBSTITUTE, NOT OTHERWISE SPECIFIED                                        SKIN SUBSTITUTE, NOS        51      A                                                                                                     C                          O1E 1      02009010120090101        N",,2025-11-19 23:10:51
"Q4101001003APLIGRAF, PER SQUARE CENTIMETER                                                 APLIGRAF                    51      A                                                                                                     C                          O1E 1      02009010120140101        N",,2025-11-19 23:10:51
"Q4102001003OASIS WOUND MATRIX, PER SQUARE CENTIMETER                                       OASIS WOUND MATRIX          51      A                                                                                                     C                          O1E 1      02009010120140101        N",,2025-11-19 23:10:51
"Q4103001003OASIS BURN MATRIX, PER SQUARE CENTIMETER                                        OASIS BURN MATRIX           51      A                                                                                                     C                          O1E 1      02009010120140101        N",,2025-11-19 23:10:51
"Q4104001003INTEGRA BILAYER MATRIX WOUND DRESSING (BMWD), PER SQUARE CENTIMETER             INTEGRA BMWD                51      A                                                                                                     C                          O1E 1      02009010120140101        N",,2025-11-19 23:10:51
Q4105001003INTEGRA DERMAL REGENERATION TEMPLATE (DRT) OR INTEGRA OMNIGRAFT DERMAL          INTEGRA DRT OR OMNIGRAFT    51      A                                                                                                     C                          O1E 1      02009010120170101        N,,2025-11-19 23:10:51
"Q4105002004REGENERATION MATRIX, PER SQUARE CENTIMETER",,2025-11-19 23:10:51
"Q4106001003DERMAGRAFT, PER SQUARE CENTIMETER                                               DERMAGRAFT                  51      A                                                                                                     C                          O1E 1      02009010120140101        N",,2025-11-19 23:10:51
"Q4107001003GRAFTJACKET, PER SQUARE CENTIMETER                                              GRAFTJACKET                 51      A                                                                                                     C                          O1E 1      02009010120140101        N",,2025-11-19 23:10:51
"Q4108001003INTEGRA MATRIX, PER SQUARE CENTIMETER                                           INTEGRA MATRIX              51      A                                                                                                     C                          O1E 1      02009010120140101        N",,2025-11-19 23:10:51
"Q4110001003PRIMATRIX, PER SQUARE CENTIMETER                                                PRIMATRIX                   51      A                                                                                                     C                          O1E 1      02009010120140101        N",,2025-11-19 23:10:51
"Q4111001003GAMMAGRAFT, PER SQUARE CENTIMETER                                               GAMMAGRAFT                  51      A                                                                                                     C                          O1E 1      02009010120140101        N",,2025-11-19 23:10:51
"Q4112001003CYMETRA, INJECTABLE, 1 CC                                                       CYMETRA INJECTABLE          51      A                                                                                                     C                          O1E 1      02009010120110101        N",,2025-11-19 23:10:51
"Q4113001003GRAFTJACKET XPRESS, INJECTABLE, 1 CC                                            GRAFTJACKET XPRESS          51      A                                                                                                     C                          O1E 1      02009010120110101        N",,2025-11-19 23:10:51
"Q4114001003INTEGRA FLOWABLE WOUND MATRIX, INJECTABLE, 1 CC                                 INTEGRA FLOWABLE WOUND MATRI51      A                                                                                                     C                          O1E 1      02009010120140101        N",,2025-11-19 23:10:51
"Q4115001003ALLOSKIN, PER SQUARE CENTIMETER                                                 ALLOSKIN                    51      A                                                                                                     C                          O1E 1      02009070120140101        N",,2025-11-19 23:10:51
"Q4116001003ALLODERM, PER SQUARE CENTIMETER                                                 ALLODERM                    51      A                                                                                                     C                          O1E 1      02009070120140101        N",,2025-11-19 23:10:51
"Q4117001003HYALOMATRIX, PER SQUARE CENTIMETER                                              HYALOMATRIX                 51      A                                                                                                     C                          O1E 1      02011010120110101        N",,2025-11-19 23:10:51
"Q4118001003MATRISTEM MICROMATRIX, 1 MG                                                     MATRISTEM MICROMATRIX       51      A                                                                                                     C                          O1E 1      02011010120140101        N",,2025-11-19 23:10:51
"Q4119001003MATRISTEM WOUND MATRIX, PER SQUARE CENTIMETER                                   MATRISTEM WOUND MATRIX      51      A                                                                                                     C                          O1E 1      0201101012017010120161231N",,2025-11-19 23:10:51
"Q4120001003MATRISTEM BURN MATRIX, PER SQUARE CENTIMETER                                    MATRISTEM BURN MATRIX       51      A                                                                                                     C                          O1E 1      0201101012017010120161231N",,2025-11-19 23:10:51
"Q4121001003THERASKIN, PER SQUARE CENTIMETER                                                THERASKIN                   51      A                                                                                                     C                          O1E 1      02011010120180101        N",,2025-11-19 23:10:51
"Q4122001003DERMACELL, DERMACELL AWM OR DERMACELL AWM POROUS, PER SQUARE CENTIMETER         DERMACELL, AWM, POROUS SQ CM51      A                                                                                                     C                          O1E 1      02012010120191001        N",,2025-11-19 23:10:51
"Q4123001003ALLOSKIN RT, PER SQUARE CENTIMETER                                              ALLOSKIN                    51      A                                                                                                     C                          O1E 1      02012010120120101        N",,2025-11-19 23:10:51
"Q4124001003OASIS ULTRA TRI-LAYER WOUND MATRIX, PER SQUARE CENTIMETER                       OASIS TRI-LAYER WOUND MATRIX51      A                                                                                                     C                          O1E 1      02012010120140101        N",,2025-11-19 23:10:51
"Q4125001003ARTHROFLEX, PER SQUARE CENTIMETER                                               ARTHROFLEX                  51      A                                                                                                     C                          O1E 1      02012010120120101        N",,2025-11-19 23:10:51
"Q4126001003MEMODERM, DERMASPAN, TRANZGRAFT OR INTEGUPLY, PER SQUARE CENTIMETER             MEMODERM/DERMA/TRANZ/INTEGUP51      A                                                                                                     C                          O1E 1      02012010120130101        N",,2025-11-19 23:10:51
"Q4127001003TALYMED, PER SQUARE CENTIMETER                                                  TALYMED                     51      A                                                                                                     C                          O1E 1      02012010120160101        N",,2025-11-19 23:10:51
"Q4128001003FLEX HD, OR ALLOPATCH HD, PER SQUARE CENTIMETER                                 FLEXHD/ALLOPATCHHD/SQ CM    51      A                                                                                                     C                          O1E 1      02012010120221001        N",,2025-11-19 23:10:51
"Q4129001003UNITE BIOMATRIX, PER SQUARE CENTIMETER                                          UNITE BIOMATRIX             51      A                                                                                                     C                          O1E 1      0201201012017010120161231N",,2025-11-19 23:10:51
"Q4130001003STRATTICE TM, PER SQUARE CENTIMETER                                             STRATTICE TM                51      A                                                                                                     C                          O1E 1      02012010120120101        N",,2025-11-19 23:10:51
"Q4131001003EPIFIX OR EPICORD, PER SQUARE CENTIMETER                                        EPIFIX OR EPICORD           51      A                                                                                                     C                          O1E 1      0201301012019010120181231N",,2025-11-19 23:10:51
"Q4132001003GRAFIX CORE AND GRAFIXPL CORE, PER SQUARE CENTIMETER                            GRAFIX CORE, GRAFIXPL CORE  51      A                                                                                                     C                          O1E 1      02013010120180101        N",,2025-11-19 23:10:51
"Q4133001003GRAFIX PRIME, GRAFIXPL PRIME, STRAVIX AND STRAVIXPL, PER SQUARE CENTIMETER      GRAFIX STRAVIX PRIME PL SQCM51      A                                                                                                     C                          O1E 1      02013010120190101        N",,2025-11-19 23:10:51
"Q4134001003HMATRIX, PER SQUARE CENTIMETER                                                  HMATRIX                     51      A                                                                                                     C                          O1E 1      02013010120130101        N",,2025-11-19 23:10:51
"Q4135001003MEDISKIN, PER SQUARE CENTIMETER                                                 MEDISKIN                    51      A                                                                                                     C                          O1E 1      02013010120130101        N",,2025-11-19 23:10:51
"Q4136001003EZ-DERM, PER SQUARE CENTIMETER                                                  EZDERM                      51      A                                                                                                     C                          O1E 1      02013010120130101        N",,2025-11-19 23:10:51
"Q4137001003AMNIOEXCEL, AMNIOEXCEL PLUS OR BIODEXCEL, PER SQUARE CENTIMETER                 AMNIOEXCEL BIODEXCEL 1SQ CM 51      A                                                                                                     C                          O1E 1      02014010120190101        N",,2025-11-19 23:10:51
"Q4138001003BIODFENCE DRYFLEX, PER SQUARE CENTIMETER                                        BIODFENCE DRYFLEX, 1CM      51      A                                                                                                     C                          O1E 1      02014010120140101        N",,2025-11-19 23:10:51
"Q4139001003AMNIOMATRIX OR BIODMATRIX, INJECTABLE, 1 CC                                     AMNIO OR BIODMATRIX, INJ 1CC51      A                                                                                                     C                          O1E 1      02014010120140101        N",,2025-11-19 23:10:51
"Q4140001003BIODFENCE, PER SQUARE CENTIMETER                                                BIODFENCE 1CM               51      A                                                                                                     C                          O1E 1      02014010120140101        N",,2025-11-19 23:10:51
"Q4141001003ALLOSKIN AC, PER SQUARE CENTIMETER                                              ALLOSKIN AC, 1 CM           51      A                                                                                                     C                          O1E 1      02014010120140101        N",,2025-11-19 23:10:51
"Q4142001003XCM BIOLOGIC TISSUE MATRIX, PER SQUARE CENTIMETER                               XCM BIOLOGIC TISS MATRIX 1CM51      A                                                                                                     C                          O1E 1      02014010120140101        N",,2025-11-19 23:10:51
"Q4143001003REPRIZA, PER SQUARE CENTIMETER                                                  REPRIZA, 1CM                51      A                                                                                                     C                          O1E 1      02014010120140101        N",,2025-11-19 23:10:51
"Q4145001003EPIFIX, INJECTABLE, 1 MG                                                        EPIFIX, INJ, 1MG            51      A                                                                                                     C                          O1E 1      02014010120140101        N",,2025-11-19 23:10:51
"Q4146001003TENSIX, PER SQUARE CENTIMETER                                                   TENSIX, 1CM                 51      A                                                                                                     C                          O1E 1      02014010120140101        N",,2025-11-19 23:10:51
"Q4147001003ARCHITECT, ARCHITECT PX, OR ARCHITECT FX, EXTRACELLULAR MATRIX, PER SQUARE      ARCHITECT ECM PX FX 1 SQ CM 51      A                                                                                                     C                          O1E 1      02014010120150101        N",,2025-11-19 23:10:51
Q4147002004CENTIMETER,,2025-11-19 23:10:51
"Q4148001003NEOX CORD 1K, NEOX CORD RT, OR CLARIX CORD 1K, PER SQUARE CENTIMETER            NEOX NEOX RT OR CLARIX CORD 51      A                                                                                                     C                          O1E 1      02014010120180101        N",,2025-11-19 23:10:51
"Q4149001003EXCELLAGEN, 0.1 CC                                                              EXCELLAGEN, 0.1 CC          51      A                                                                                                     C                          O1E 1      02014010120140101        N",,2025-11-19 23:10:51
"Q4150001003ALLOWRAP DS OR DRY, PER SQUARE CENTIMETER                                       ALLOWRAP DS OR DRY 1 SQ CM  51      A                                                                                                     C                          O1E 1      02015010120150101        N",,2025-11-19 23:10:51
"Q4151001003AMNIOBAND OR GUARDIAN, PER SQUARE CENTIMETER                                    AMNIOBAND, GUARDIAN 1 SQ CM 51      A                                                                                                     C                          O1E 1      02015010120150101        N",,2025-11-19 23:10:51
"Q4152001003DERMAPURE, PER SQUARE CENTIMETER                                                DERMAPURE 1 SQUARE CM       51      A                                                                                                     C                          O1E 1      02015010120150101        N",,2025-11-19 23:10:51
"Q4153001003DERMAVEST AND PLURIVEST, PER SQUARE CENTIMETER                                  DERMAVEST, PLURIVEST SQ CM  51      A                                                                                                     C                          O1E 1      02015010120160101        N",,2025-11-19 23:10:51
"Q4154001003BIOVANCE, PER SQUARE CENTIMETER                                                 BIOVANCE 1 SQUARE CM        51      A                                                                                                     C                          O1E 1      02015010120150101        N",,2025-11-19 23:10:51
"Q4155001003NEOXFLO OR CLARIXFLO, 1 MG                                                      NEOXFLO OR CLARIXFLO 1 MG   51      A                                                                                                     C                          O1E 1      02015010120150101        N",,2025-11-19 23:10:51
"Q4156001003NEOX 100 OR CLARIX 100, PER SQUARE CENTIMETER                                   NEOX 100 OR CLARIX 100      51      A                                                                                                     C                          O1E 1      02015010120180101        N",,2025-11-19 23:10:51
"Q4157001003REVITALON, PER SQUARE CENTIMETER                                                REVITALON 1 SQUARE CM       51      A                                                                                                     C                          O1E 1      02015010120150101        N",,2025-11-19 23:10:51
"Q4158001003KERECIS OMEGA3, PER SQUARE CENTIMETER                                           KERECIS OMEGA3, PER SQ CM   51      A                                                                                                     C                          O1E 1      02015010120180101        N",,2025-11-19 23:10:51
"Q4159001003AFFINITY, PER SQUARE CENTIMETER                                                 AFFINITY1 SQUARE CM         51      A                                                                                                     C                          O1E 1      02015010120150101        N",,2025-11-19 23:10:51
"Q4160001003NUSHIELD, PER SQUARE CENTIMETER                                                 NUSHIELD 1 SQUARE CM        51      A                                                                                                     C                          O1E 1      02015010120150101        N",,2025-11-19 23:10:51
"Q4161001003BIO-CONNEKT WOUND MATRIX, PER SQUARE CENTIMETER                                 BIO-CONNEKT PER SQUARE CM   51      A                                                                                                     C                          O1E 1      02016010120160101        N",,2025-11-19 23:10:51
"Q4162001003WOUNDEX FLOW, BIOSKIN FLOW, 0.5 CC                                              WNDEX FLW, BIOSKN FLW, 0.5CC51      A                                                                                                     C                          O1E 1      02016010120180101        N",,2025-11-19 23:10:51
"Q4163001003WOUNDEX, BIOSKIN, PER SQUARE CENTIMETER                                         WOUNDEX, BIOSKIN, PER SQ CM 51      A                                                                                                     C                          O1E 1      02016010120180101        N",,2025-11-19 23:10:51
"Q4164001003HELICOLL, PER SQUARE CENTIMETER                                                 HELICOLL, PER SQUARE CM     51      A                                                                                                     C                          O1E 1      02016010120160101        N",,2025-11-19 23:10:51
"Q4165001003KERAMATRIX OR KERASORB, PER SQUARE CENTIMETER                                   KERAMATRIX, KERASORB SQ CM  51      A                                                                                                     C                          O1E 1      02016010120191001        N",,2025-11-19 23:10:51
"Q4166001003CYTAL, PER SQUARE CENTIMETER                                                    CYTAL, PER SQUARE CENTIMETER51      A                                                                                                     C                          O1E 1      02017010120170101        N",,2025-11-19 23:10:51
"Q4167001003TRUSKIN, PER SQUARE CENTIMETER                                                  TRUSKIN, PER SQ CENTIMETER  51      A                                                                                                     C                          O1E 1      02017010120170101        N",,2025-11-19 23:10:51
"Q4168001003AMNIOBAND, 1 MG                                                                 AMNIOBAND, 1 MG             51      A                                                                                                     C                          O1E 1      02017010120170101        N",,2025-11-19 23:10:51
"Q4169001003ARTACENT WOUND, PER SQUARE CENTIMETER                                           ARTACENT WOUND, PER SQ CM   51      A                                                                                                     C                          O1E 1      02017010120170101        N",,2025-11-19 23:10:51
"Q4170001003CYGNUS, PER SQUARE CENTIMETER                                                   CYGNUS, PER SQ CM           51      A                                                                                                     C                          O1E 1      02017010120170101        N",,2025-11-19 23:10:51
"Q4171001003INTERFYL, 1 MG                                                                  INTERFYL, 1 MG              51      A                                                                                                     C                          O1E 1      02017010120170101        N",,2025-11-19 23:10:51
"Q4172001003PURAPLY OR PURAPLY AM, PER SQUARE CENTIMETER                                    PURAPLY OR PURAPLY AM       51      A                                                                                                     C                          O1E 1      0201701012019010120181231N",,2025-11-19 23:10:51
"Q4173001003PALINGEN OR PALINGEN XPLUS, PER SQUARE CENTIMETER                               PALINGEN OR PALINGEN XPLUS  51      A                                                                                                     C                          O1E 1      02017010120170101        N",,2025-11-19 23:10:51
"Q4174001003PALINGEN OR PROMATRX, 0.36 MG PER 0.25 CC                                       PALINGEN OR PROMATRX        51      A                                                                                                     C                          O1E 1      02017010120170101        N",,2025-11-19 23:10:51
"Q4175001003MIRODERM, PER SQUARE CENTIMETER                                                 MIRODERM                    51      A                                                                                                     C                          O1E 1      02017010120170101        N",,2025-11-19 23:10:51
"Q4176001003NEOPATCH OR THERION, PER SQUARE CENTIMETER                                      NEOPATCH OR THERION, 1 SQ CM51      A                                                                                                     C                          O1E 1      02018010120200701        N",,2025-11-19 23:10:51
"Q4177001003FLOWERAMNIOFLO, 0.1 CC                                                          FLOWERAMNIOFLO, 0.1 CC      51      A                                                                                                     C                          O1E 1      02018010120180101        N",,2025-11-19 23:10:51
"Q4178001003FLOWERAMNIOPATCH, PER SQUARE CENTIMETER                                         FLOWERAMNIOPATCH, PER SQ CM 51      A                                                                                                     C                          O1E 1      02018010120180101        N",,2025-11-19 23:10:51
"Q4179001003FLOWERDERM, PER SQUARE CENTIMETER                                               FLOWERDERM, PER SQ CM       51      A                                                                                                     C                          O1E 1      02018010120180101        N",,2025-11-19 23:10:51
"Q4180001003REVITA, PER SQUARE CENTIMETER                                                   REVITA, PER SQ CM           51      A                                                                                                     C                          O1E 1      02018010120180101        N",,2025-11-19 23:10:51
"Q4181001003AMNIO WOUND, PER SQUARE CENTIMETER                                              AMNIO WOUND, PER SQUARE CM  51      A                                                                                                     C                          O1E 1      02018010120180101        N",,2025-11-19 23:10:51
"Q4182001003TRANSCYTE, PER SQUARE CENTIMETER                                                TRANSCYTE, PER SQ CENTIMETER51      A                                                                                                     C                          O1E 1      02018010120180101        N",,2025-11-19 23:10:51
"Q4183001003SURGIGRAFT, PER SQUARE CENTIMETER                                               SURGIGRAFT, 1 SQ CM         51      A                                                                                                     C                          O1E 1      02019010120190101        N",,2025-11-19 23:10:51
"Q4184001003CELLESTA OR CELLESTA DUO, PER SQUARE CENTIMETER                                 CELLESTA OR DUO PER SQ CM   51      A                                                                                                     C                          O1E 1      02019010120191001        N",,2025-11-19 23:10:51
Q4185001003CELLESTA FLOWABLE AMNION (25 MG PER CC); PER 0.5 CC                             CELLESTA FLOWAB AMNION 0.5CC51      A                                                                                                     C                          O1E 1      02019010120190101        N,,2025-11-19 23:10:51
"Q4186001003EPIFIX, PER SQUARE CENTIMETER                                                   EPIFIX 1 SQ CM              51      A                                                                                                     C                          O1E 1      02019010120190101        N",,2025-11-19 23:10:51
"Q4187001003EPICORD, PER SQUARE CENTIMETER                                                  EPICORD 1 SQ CM             51      A                                                                                                     C                          O1E 1      02019010120190101        N",,2025-11-19 23:10:51
"Q4188001003AMNIOARMOR, PER SQUARE CENTIMETER                                               AMNIOARMOR 1 SQ CM          51      A                                                                                                     C                          O1E 1      02019010120190101        N",,2025-11-19 23:10:51
"Q4189001003ARTACENT AC, 1 MG                                                               ARTACENT AC, 1 MG           51      A                                                                                                     C                          O1E 1      02019010120190101        N",,2025-11-19 23:10:51
"Q4190001003ARTACENT AC, PER SQUARE CENTIMETER                                              ARTACENT AC 1 SQ CM         51      A                                                                                                     C                          O1E 1      02019010120190101        N",,2025-11-19 23:10:51
"Q4191001003RESTORIGIN, PER SQUARE CENTIMETER                                               RESTORIGIN 1 SQ CM          51      A                                                                                                     C                          O1E 1      02019010120190101        N",,2025-11-19 23:10:51
"Q4192001003RESTORIGIN, 1 CC                                                                RESTORIGIN, 1 CC            51      A                                                                                                     C                          O1E 1      02019010120190101        N",,2025-11-19 23:10:51
"Q4193001003COLL-E-DERM, PER SQUARE CENTIMETER                                              COLL-E-DERM 1 SQ CM         51      A                                                                                                     C                          O1E 1      02019010120190101        N",,2025-11-19 23:10:51
"Q4194001003NOVACHOR, PER SQUARE CENTIMETER                                                 NOVACHOR 1 SQ CM            51      A                                                                                                     C                          O1E 1      02019010120190101        N",,2025-11-19 23:10:51
"Q4195001003PURAPLY, PER SQUARE CENTIMETER                                                  PURAPLY 1 SQ CM             51      A                                                                                                     C                          O1E 1      02019010120240101        N",,2025-11-19 23:10:51
"Q4196001003PURAPLY AM, PER SQUARE CENTIMETER                                               PURAPLY AM 1 SQ CM          51      A                                                                                                     C                          O1E 1      02019010120240101        N",,2025-11-19 23:10:51
"Q4197001003PURAPLY XT, PER SQUARE CENTIMETER                                               PURAPLY XT 1 SQ CM          51      A                                                                                                     C                          O1E 1      02019010120190101        N",,2025-11-19 23:10:51
"Q4198001003GENESIS AMNIOTIC MEMBRANE, PER SQUARE CENTIMETER                                GENESIS AMNIO MEMBRANE 1SQCM51      A                                                                                                     C                          O1E 1      02019010120190101        N",,2025-11-19 23:10:51
"Q4199001003CYGNUS MATRIX, PER SQUARE CENTIMETER                                            CYGNUS MATRIX, PER SQ CM    51      A                                                                                                     C                          O1E 1      02022010120220101        N",,2025-11-19 23:10:51
"Q4200001003SKIN TE, PER SQUARE CENTIMETER                                                  SKIN TE 1 SQ CM             51      A                                                                                                     C                          O1E 1      02019010120190101        N",,2025-11-19 23:10:51
"Q4201001003MATRION, PER SQUARE CENTIMETER                                                  MATRION 1 SQ CM             51      A                                                                                                     C                          O1E 1      02019010120190101        N",,2025-11-19 23:10:51
"Q4202001003KEROXX (2.5G/CC), 1CC                                                           KEROXX (2.5G/CC), 1CC       51      A                                                                                                     C                          O1E 1      02019010120190101        N",,2025-11-19 23:10:51
"Q4203001003DERMA-GIDE, PER SQUARE CENTIMETER                                               DERMA-GIDE, 1 SQ CM         51      A                                                                                                     C                          O1E 1      02019010120190101        N",,2025-11-19 23:10:51
"Q4204001003XWRAP, PER SQUARE CENTIMETER                                                    XWRAP 1 SQ CM               51      A                                                                                                     C                          O1E 1      02019010120190101        N",,2025-11-19 23:10:51
"Q4205001003MEMBRANE GRAFT OR MEMBRANE WRAP, PER SQUARE CENTIMETER                          MEMBRANE GRAFT OR WRAP SQ CM51      A                                                                                                     C                          O1E 1      02019100120191001        N",,2025-11-19 23:10:51
"Q4206001003FLUID FLOW OR FLUID GF, 1 CC                                                    FLUID FLOW OR FLUID GF 1 CC 51      A                                                                                                     C                          O1E 1      02019100120191001        N",,2025-11-19 23:10:51
"Q4208001003NOVAFIX, PER SQUARE CENITMETER                                                  NOVAFIX PER SQ CM           51      A                                                                                                     C                          O1E 1      02019100120191001        N",,2025-11-19 23:10:51
"Q4209001003SURGRAFT, PER SQUARE CENTIMETER                                                 SURGRAFT PER SQ CM          51      A                                                                                                     C                          O1E 1      02019100120191001        N",,2025-11-19 23:10:51
"Q4210001003AXOLOTL GRAFT OR AXOLOTL DUALGRAFT, PER SQUARE CENTIMETER                       AXOLOTL GRAF DUALGRAF SQ CM 51      A                                                                                                     C                          O1E 1      0201910012024070120240630N",,2025-11-19 23:10:51
"Q4211001003AMNION BIO OR AXOBIOMEMBRANE, PER SQUARE CENTIMETER                             AMNION BIO OR AXOBIO SQ CM  51      A                                                                                                     C                          O1E 1      02019100120191001        N",,2025-11-19 23:10:51
"Q4212001003ALLOGEN, PER CC                                                                 ALLOGEN, PER CC             51      A                                                                                                     C                          O1E 1      02019100120191001        N",,2025-11-19 23:10:51
"Q4213001003ASCENT, 0.5 MG                                                                  ASCENT, 0.5 MG              51      A                                                                                                     C                          O1E 1      02019100120191001        N",,2025-11-19 23:10:51
"Q4214001003CELLESTA CORD, PER SQUARE CENTIMETER                                            CELLESTA CORD PER SQ CM     51      A                                                                                                     C                          O1E 1      02019100120191001        N",,2025-11-19 23:10:51
"Q4215001003AXOLOTL AMBIENT OR AXOLOTL CRYO, 0.1 MG                                         AXOLOTL AMBIENT, CRYO 0.1 MG51      A                                                                                                     C                          O1E 1      02019100120191001        N",,2025-11-19 23:10:51
"Q4216001003ARTACENT CORD, PER SQUARE CENTIMETER                                            ARTACENT CORD PER SQ CM     51      A                                                                                                     C                          O1E 1      02019100120191001        N",,2025-11-19 23:10:51
"Q4217001003WOUNDFIX, BIOWOUND, WOUNDFIX PLUS, BIOWOUND PLUS, WOUNDFIX XPLUS OR BIOWOUND    WOUNDFIX BIOWOUND PLUS XPLUS51      A                                                                                                     C                          O1E 1      02019100120191001        N",,2025-11-19 23:10:51
"Q4217002004XPLUS, PER SQUARE CENTIMETER",,2025-11-19 23:10:51
"Q4218001003SURGICORD, PER SQUARE CENTIMETER                                                SURGICORD PER SQ CM         51      A                                                                                                     C                          O1E 1      02019100120191001        N",,2025-11-19 23:10:51
"Q4219001003SURGIGRAFT-DUAL, PER SQUARE CENTIMETER                                          SURGIGRAFT DUAL PER SQ CM   51      A                                                                                                     C                          O1E 1      02019100120191001        N",,2025-11-19 23:10:51
"Q4220001003BELLACELL HD OR SUREDERM, PER SQUARE CENTIMETER                                 BELLACELL HD, SUREDERM SQ CM51      A                                                                                                     C                          O1E 1      02019100120191001        N",,2025-11-19 23:10:51
"Q4221001003AMNIOWRAP2, PER SQUARE CENTIMETER                                               AMNIOWRAP2 PER SQ CM        51      A                                                                                                     C                          O1E 1      02019100120191001        N",,2025-11-19 23:10:51
"Q4222001003PROGENAMATRIX, PER SQUARE CENTIMETER                                            PROGENAMATRIX, PER SQ CM    51      A                                                                                                     C                          O1E 1      02019100120191001        N",,2025-11-19 23:10:51
"Q4224001003HUMAN HEALTH FACTOR 10 AMNIOTIC PATCH (HHF10-P), PER SQUARE CENTIMETER          HHF10-P PER SQ CM           51      A                                                                                                     C                          O1E 1      02022040120220401        N",,2025-11-19 23:10:51
"Q4225001003AMNIOBIND OR DERMABIND TL, PER SQUARE CENTIMETER                                AMNIO OR DERMA TL, PER SQ CM51      A                                                                                                     C                          O1E 1      02022040120240101        N",,2025-11-19 23:10:51
"Q4226001003MYOWN SKIN, INCLUDES HARVESTING AND PREPARATION PROCEDURES, PER SQUARE          MYOWN HARV PREP PROC SQ CM  51      A                                                                                                     C                          O1E 1      02019100120191001        N",,2025-11-19 23:10:51
Q4226002004CENTIMETER,,2025-11-19 23:10:51
