code,description,last_updated
4;T;S;20;V01;V01.1;V01.1;V011;PEDESTRIAN INJURED IN COLLISION WITH PEDAL CYCLE: TRAFFIC ACCIDENT;PEDESTRIAN INJURED IN COLLISION WITH PEDAL CYCLE;TRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V01;V01.9;V01.9;V019;PEDESTRIAN INJURED IN COLLISION WITH PEDAL CYCLE: UNSPECIFIED WHETHER TRAFFIC OR NONTRAFFIC ACCIDENT;PEDESTRIAN INJURED IN COLLISION WITH PEDAL CYCLE;UNSPECIFIED WHETHER TRAFFIC OR NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
3;N;X;20;V01;V02.-;V02;V02;PEDESTRIAN INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE;PEDESTRIAN INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE;;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V01;V02.0;V02.0;V020;PEDESTRIAN INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE: NONTRAFFIC ACCIDENT;PEDESTRIAN INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE;NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V01;V02.1;V02.1;V021;PEDESTRIAN INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE: TRAFFIC ACCIDENT;PEDESTRIAN INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE;TRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V01;V02.9;V02.9;V029;PEDESTRIAN INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE: UNSPECIFIED WHETHER TRAFFIC OR NONTRAFFIC ACCIDENT;PEDESTRIAN INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE;UNSPECIFIED WHETHER TRAFFIC OR NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
"3;N;X;20;V01;V03.-;V03;V03;PEDESTRIAN INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN;PEDESTRIAN INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN;;;UNDEF;4-045;3-061;2-073;1-096",,2025-11-20 20:18:05
"4;T;S;20;V01;V03.0;V03.0;V030;PEDESTRIAN INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN: NONTRAFFIC ACCIDENT;PEDESTRIAN INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN;NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096",,2025-11-20 20:18:05
"4;T;S;20;V01;V03.1;V03.1;V031;PEDESTRIAN INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN: TRAFFIC ACCIDENT;PEDESTRIAN INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN;TRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096",,2025-11-20 20:18:05
"4;T;S;20;V01;V03.9;V03.9;V039;PEDESTRIAN INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN: UNSPECIFIED WHETHER TRAFFIC OR NONTRAFFIC ACCIDENT;PEDESTRIAN INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN;UNSPECIFIED WHETHER TRAFFIC OR NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096",,2025-11-20 20:18:05
3;N;X;20;V01;V04.-;V04;V04;PEDESTRIAN INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS;PEDESTRIAN INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS;;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V01;V04.0;V04.0;V040;PEDESTRIAN INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS: NONTRAFFIC ACCIDENT;PEDESTRIAN INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS;NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V01;V04.1;V04.1;V041;PEDESTRIAN INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS: TRAFFIC ACCIDENT;PEDESTRIAN INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS;TRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V01;V04.9;V04.9;V049;PEDESTRIAN INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS: UNSPECIFIED WHETHER TRAFFIC OR NONTRAFFIC ACCIDENT;PEDESTRIAN INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS;UNSPECIFIED WHETHER TRAFFIC OR NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
3;N;X;20;V01;V05.-;V05;V05;PEDESTRIAN INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE;PEDESTRIAN INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE;;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V01;V05.0;V05.0;V050;PEDESTRIAN INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE: NONTRAFFIC ACCIDENT;PEDESTRIAN INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE;NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V01;V05.1;V05.1;V051;PEDESTRIAN INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE: TRAFFIC ACCIDENT;PEDESTRIAN INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE;TRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V01;V05.9;V05.9;V059;PEDESTRIAN INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE: UNSPECIFIED WHETHER TRAFFIC OR NONTRAFFIC ACCIDENT;PEDESTRIAN INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE;UNSPECIFIED WHETHER TRAFFIC OR NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
3;N;X;20;V01;V06.-;V06;V06;PEDESTRIAN INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE;PEDESTRIAN INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE;;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V01;V06.0;V06.0;V060;PEDESTRIAN INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE: NONTRAFFIC ACCIDENT;PEDESTRIAN INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE;NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V01;V06.1;V06.1;V061;PEDESTRIAN INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE: TRAFFIC ACCIDENT;PEDESTRIAN INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE;TRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V01;V06.9;V06.9;V069;PEDESTRIAN INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE: UNSPECIFIED WHETHER TRAFFIC OR NONTRAFFIC ACCIDENT;PEDESTRIAN INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE;UNSPECIFIED WHETHER TRAFFIC OR NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
3;N;X;20;V01;V09.-;V09;V09;PEDESTRIAN INJURED IN OTHER AND UNSPECIFIED TRANSPORT ACCIDENTS;PEDESTRIAN INJURED IN OTHER AND UNSPECIFIED TRANSPORT ACCIDENTS;;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;X;20;V01;V09.0;V09.0;V090;PEDESTRIAN INJURED IN NONTRAFFIC ACCIDENT INVOLVING OTHER AND UNSPECIFIED MOTOR VEHICLES;PEDESTRIAN INJURED IN OTHER AND UNSPECIFIED TRANSPORT ACCIDENTS;PEDESTRIAN INJURED IN NONTRAFFIC ACCIDENT INVOLVING OTHER AND UNSPECIFIED MOTOR VEHICLES;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;X;20;V01;V09.1;V09.1;V091;PEDESTRIAN INJURED IN UNSPECIFIED NONTRAFFIC ACCIDENT;PEDESTRIAN INJURED IN OTHER AND UNSPECIFIED TRANSPORT ACCIDENTS;PEDESTRIAN INJURED IN UNSPECIFIED NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;X;20;V01;V09.2;V09.2;V092;PEDESTRIAN INJURED IN TRAFFIC ACCIDENT INVOLVING OTHER AND UNSPECIFIED MOTOR VEHICLES;PEDESTRIAN INJURED IN OTHER AND UNSPECIFIED TRANSPORT ACCIDENTS;PEDESTRIAN INJURED IN TRAFFIC ACCIDENT INVOLVING OTHER AND UNSPECIFIED MOTOR VEHICLES;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;X;20;V01;V09.3;V09.3;V093;PEDESTRIAN INJURED IN UNSPECIFIED TRAFFIC ACCIDENT;PEDESTRIAN INJURED IN OTHER AND UNSPECIFIED TRANSPORT ACCIDENTS;PEDESTRIAN INJURED IN UNSPECIFIED TRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;X;20;V01;V09.9;V09.9;V099;PEDESTRIAN INJURED IN UNSPECIFIED TRANSPORT ACCIDENT;PEDESTRIAN INJURED IN OTHER AND UNSPECIFIED TRANSPORT ACCIDENTS;PEDESTRIAN INJURED IN UNSPECIFIED TRANSPORT ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
3;N;X;20;V10;V10.-;V10;V10;PEDAL CYCLIST INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL;PEDAL CYCLIST INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL;;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V10.0;V10.0;V100;PEDAL CYCLIST INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL: DRIVER INJURED IN NONTRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL;DRIVER INJURED IN NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V10.1;V10.1;V101;PEDAL CYCLIST INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL: PASSENGER INJURED IN NONTRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL;PASSENGER INJURED IN NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V10.2;V10.2;V102;PEDAL CYCLIST INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL: UNSPECIFIED PEDAL CYCLIST INJURED IN NONTRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL;UNSPECIFIED PEDAL CYCLIST INJURED IN NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V10.3;V10.3;V103;PEDAL CYCLIST INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL: PERSON INJURED WHILE BOARDING OR ALIGHTING;PEDAL CYCLIST INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL;PERSON INJURED WHILE BOARDING OR ALIGHTING;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V10.4;V10.4;V104;PEDAL CYCLIST INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL: DRIVER INJURED IN TRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL;DRIVER INJURED IN TRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V10.5;V10.5;V105;PEDAL CYCLIST INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL: PASSENGER INJURED IN TRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL;PASSENGER INJURED IN TRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V10.9;V10.9;V109;PEDAL CYCLIST INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL: UNSPECIFIED PEDAL CYCLIST INJURED IN TRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL;UNSPECIFIED PEDAL CYCLIST INJURED IN TRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
3;N;X;20;V10;V11.-;V11;V11;PEDAL CYCLIST INJURED IN COLLISION WITH OTHER PEDAL CYCLE;PEDAL CYCLIST INJURED IN COLLISION WITH OTHER PEDAL CYCLE;;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V11.0;V11.0;V110;PEDAL CYCLIST INJURED IN COLLISION WITH OTHER PEDAL CYCLE: DRIVER INJURED IN NONTRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH OTHER PEDAL CYCLE;DRIVER INJURED IN NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V11.1;V11.1;V111;PEDAL CYCLIST INJURED IN COLLISION WITH OTHER PEDAL CYCLE: PASSENGER INJURED IN NONTRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH OTHER PEDAL CYCLE;PASSENGER INJURED IN NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V11.2;V11.2;V112;PEDAL CYCLIST INJURED IN COLLISION WITH OTHER PEDAL CYCLE: UNSPECIFIED PEDAL CYCLIST INJURED IN NONTRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH OTHER PEDAL CYCLE;UNSPECIFIED PEDAL CYCLIST INJURED IN NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V11.3;V11.3;V113;PEDAL CYCLIST INJURED IN COLLISION WITH OTHER PEDAL CYCLE: PERSON INJURED WHILE BOARDING OR ALIGHTING;PEDAL CYCLIST INJURED IN COLLISION WITH OTHER PEDAL CYCLE;PERSON INJURED WHILE BOARDING OR ALIGHTING;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V11.4;V11.4;V114;PEDAL CYCLIST INJURED IN COLLISION WITH OTHER PEDAL CYCLE: DRIVER INJURED IN TRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH OTHER PEDAL CYCLE;DRIVER INJURED IN TRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V11.5;V11.5;V115;PEDAL CYCLIST INJURED IN COLLISION WITH OTHER PEDAL CYCLE: PASSENGER INJURED IN TRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH OTHER PEDAL CYCLE;PASSENGER INJURED IN TRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V11.9;V11.9;V119;PEDAL CYCLIST INJURED IN COLLISION WITH OTHER PEDAL CYCLE: UNSPECIFIED PEDAL CYCLIST INJURED IN TRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH OTHER PEDAL CYCLE;UNSPECIFIED PEDAL CYCLIST INJURED IN TRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
3;N;X;20;V10;V12.-;V12;V12;PEDAL CYCLIST INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE;PEDAL CYCLIST INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE;;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V12.0;V12.0;V120;PEDAL CYCLIST INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE: DRIVER INJURED IN NONTRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE;DRIVER INJURED IN NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V12.1;V12.1;V121;PEDAL CYCLIST INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE: PASSENGER INJURED IN NONTRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE;PASSENGER INJURED IN NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V12.2;V12.2;V122;PEDAL CYCLIST INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE: UNSPECIFIED PEDAL CYCLIST INJURED IN NONTRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE;UNSPECIFIED PEDAL CYCLIST INJURED IN NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V12.3;V12.3;V123;PEDAL CYCLIST INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE: PERSON INJURED WHILE BOARDING OR ALIGHTING;PEDAL CYCLIST INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE;PERSON INJURED WHILE BOARDING OR ALIGHTING;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V12.4;V12.4;V124;PEDAL CYCLIST INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE: DRIVER INJURED IN TRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE;DRIVER INJURED IN TRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V12.5;V12.5;V125;PEDAL CYCLIST INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE: PASSENGER INJURED IN TRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE;PASSENGER INJURED IN TRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V12.9;V12.9;V129;PEDAL CYCLIST INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE: UNSPECIFIED PEDAL CYCLIST INJURED IN TRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE;UNSPECIFIED PEDAL CYCLIST INJURED IN TRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
"3;N;X;20;V10;V13.-;V13;V13;PEDAL CYCLIST INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN;PEDAL CYCLIST INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN;;;UNDEF;4-045;3-061;2-073;1-096",,2025-11-20 20:18:05
"4;T;S;20;V10;V13.0;V13.0;V130;PEDAL CYCLIST INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN: DRIVER INJURED IN NONTRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN;DRIVER INJURED IN NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096",,2025-11-20 20:18:05
"4;T;S;20;V10;V13.1;V13.1;V131;PEDAL CYCLIST INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN: PASSENGER INJURED IN NONTRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN;PASSENGER INJURED IN NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096",,2025-11-20 20:18:05
"4;T;S;20;V10;V13.2;V13.2;V132;PEDAL CYCLIST INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN: UNSPECIFIED PEDAL CYCLIST INJURED IN NONTRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN;UNSPECIFIED PEDAL CYCLIST INJURED IN NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096",,2025-11-20 20:18:05
"4;T;S;20;V10;V13.3;V13.3;V133;PEDAL CYCLIST INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN: PERSON INJURED WHILE BOARDING OR ALIGHTING;PEDAL CYCLIST INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN;PERSON INJURED WHILE BOARDING OR ALIGHTING;;UNDEF;4-045;3-061;2-073;1-096",,2025-11-20 20:18:05
"4;T;S;20;V10;V13.4;V13.4;V134;PEDAL CYCLIST INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN: DRIVER INJURED IN TRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN;DRIVER INJURED IN TRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096",,2025-11-20 20:18:05
"4;T;S;20;V10;V13.5;V13.5;V135;PEDAL CYCLIST INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN: PASSENGER INJURED IN TRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN;PASSENGER INJURED IN TRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096",,2025-11-20 20:18:05
"4;T;S;20;V10;V13.9;V13.9;V139;PEDAL CYCLIST INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN: UNSPECIFIED PEDAL CYCLIST INJURED IN TRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH CAR, PICK-UP TRUCK OR VAN;UNSPECIFIED PEDAL CYCLIST INJURED IN TRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096",,2025-11-20 20:18:05
3;N;X;20;V10;V14.-;V14;V14;PEDAL CYCLIST INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS;PEDAL CYCLIST INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS;;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V14.0;V14.0;V140;PEDAL CYCLIST INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS: DRIVER INJURED IN NONTRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS;DRIVER INJURED IN NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V14.1;V14.1;V141;PEDAL CYCLIST INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS: PASSENGER INJURED IN NONTRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS;PASSENGER INJURED IN NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V14.2;V14.2;V142;PEDAL CYCLIST INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS: UNSPECIFIED PEDAL CYCLIST INJURED IN NONTRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS;UNSPECIFIED PEDAL CYCLIST INJURED IN NONTRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V14.3;V14.3;V143;PEDAL CYCLIST INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS: PERSON INJURED WHILE BOARDING OR ALIGHTING;PEDAL CYCLIST INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS;PERSON INJURED WHILE BOARDING OR ALIGHTING;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V14.4;V14.4;V144;PEDAL CYCLIST INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS: DRIVER INJURED IN TRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS;DRIVER INJURED IN TRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V14.5;V14.5;V145;PEDAL CYCLIST INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS: PASSENGER INJURED IN TRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS;PASSENGER INJURED IN TRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
4;T;S;20;V10;V14.9;V14.9;V149;PEDAL CYCLIST INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS: UNSPECIFIED PEDAL CYCLIST INJURED IN TRAFFIC ACCIDENT;PEDAL CYCLIST INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS;UNSPECIFIED PEDAL CYCLIST INJURED IN TRAFFIC ACCIDENT;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
3;N;X;20;V10;V15.-;V15;V15;PEDAL CYCLIST INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE;PEDAL CYCLIST INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE;;;UNDEF;4-045;3-061;2-073;1-096,,2025-11-20 20:18:05
